cpu_usage,memory_usage,request_latency_ms,error_rate,request_rate,network_io_mbps,is_anomaly
0.4024494448937106,0.5790186497285795,80.40542625958561,0.012021396915249602,129.47192280050436,2.4049044033324867,0
0.4151010951972968,0.4884871805925524,90.72380190670941,0.011587590892514491,99.02859726218705,2.149631608452965,0
0.3716076347357829,0.6292918767261393,67.6335323139587,0.008356135576641527,85.82215289914417,1.588413761284323,0
0.5148238536419263,0.6628470344616336,73.57334255982946,0.010249000172609688,134.38368329518923,2.5752845773805197,0
0.415935969583669,0.5398654432492019,72.32782020512872,0.007109701300630074,170.7593247689776,3.4421680141258495,0
0.37984418547473425,0.591887746038582,71.78838657634394,0.012748901304910961,113.0665447801583,2.2511156857643346,0
0.4252231571906871,0.6724285528638558,85.53055173012751,0.016053409544817786,140.331441967991,2.5188164205872536,0
0.34753339887326523,0.6332967333800286,85.18680481956069,0.005916653331886392,135.25326259492775,2.7366126172553367,0
0.413467778815994,0.6309885828328526,75.13683613962557,0.015374200878513036,92.68614324041468,1.7762932029144367,0
0.224969252372812,0.42027860362802977,71.42962216542942,0.011560332120394487,117.92757441296116,2.5704261047864194,0
0.3279886199018653,0.6093974521268319,62.02376658599062,0.004459797267769146,91.2710177365341,1.6207553390442244,0
0.3184341718504485,0.5635297777364745,65.53670325300114,0.0038113709585136085,86.4947903742238,1.7515242477364026,0
0.3781627577442339,0.6080133450640187,76.46481741380457,0.017018034889500502,127.03016139807262,3.0047092000781004,0
0.4071517186104527,0.598560975933056,80.48942547992108,0.00937435985877631,138.05685367945006,2.5917431337254326,0
0.39432932010592747,0.6035080088677559,73.61846022147594,0.01789396369924931,93.22732510388701,2.1122041242914626,0
0.38086772420452003,0.5930187781736908,72.82014983063947,0.013561156530660232,99.38443571988468,2.0602612329021532,0
0.49380756179474516,0.7289214855922881,87.86884018709534,0.001983455165679099,52.6499345576878,1.0621601825283074,0
0.29881987738002014,0.5596804650380731,63.21405709759191,0.013245230644778418,84.14444481355991,2.043635830016967,0
0.34046649301376636,0.6505074156465814,78.71643079410494,0.00883733400276637,79.94313181622513,1.1852200164904345,0
0.3260529673798622,0.5541286059026468,74.57747714104981,0.020405838721487317,139.4282114818882,2.503267493977927,0
0.416864631705147,0.6047713996533824,70.03058765503152,0.015654688981275124,103.0412530289714,2.3852672378861084,0
0.4453111712233131,0.6917195363896028,75.95325019983007,0.021760824667247276,95.61909220618413,1.4525795070695486,0
0.9638967515652687,0.8587266350759489,2202.350327004703,0.6071700692006882,516.85233213913,0.044952927224227626,1
0.3549533186943967,0.5904410414239438,84.88853941485212,0.009868652851640158,113.04083899247254,2.7212330628333516,0
